"year","ticker.x","ret_closing_prices.x","bd_best","side_a","side_a_2nd","side_b","side_b_2nd","ticker.y","ret_closing_prices.y"
2013,"BA",0.811173094316769,9504,"Government of Mali","Government of Germany, Government of Ghana, Government of Senegal, Government of Guinea-Bissau, Government of Jordan, Government of Italy, Government of Egypt, Government of Benin, Government of Ivory Coast, Government of France, Government of Finland, Government of Belgium, Government of Cambodia (Kampuchea), Government of Burundi, Government of Togo, Government of Niger, Government of China, Government of Bangladesh, Government of Mauritania, Government of Nepal, Government of Nigeria, Government of Rwanda, Government of Liberia, Government of Chad, Government of United States of America, Government of Guinea, Government of Burkina Faso, Government of Sweden, Government of Tajikistan, Government of Estonia, Government of Norway, Government of Yemen (North Yemen), Government of Sierra Leone, Government of United Kingdom","AQIM, Signed-in-Blood Battalion, Ansar Dine, MUJAO",NA,"^GSPC",0.296012495733244
2014,"BA",-0.0476958715189666,28261,"Government of Mali","Government of Germany, Government of Ghana, Government of Senegal, Government of Guinea-Bissau, Government of Jordan, Government of Italy, Government of Egypt, Government of Benin, Government of Ivory Coast, Government of France, Government of Finland, Government of Belgium, Government of Cambodia (Kampuchea), Government of Burundi, Government of Togo, Government of Niger, Government of China, Government of Bangladesh, Government of Mauritania, Government of Nepal, Government of Nigeria, Government of Rwanda, Government of Liberia, Government of Chad, Government of United States of America, Government of Guinea, Government of Burkina Faso, Government of Sweden, Government of Tajikistan, Government of Estonia, Government of Norway, Government of Sierra Leone, Government of United Kingdom","AQIM, al-Murabitun",NA,"^GSPC",0.113906337867481
2015,"BA",0.112401916376245,29689,"Government of Mali","Government of Djibouti, Government of Germany, Government of Ghana, Government of Senegal, Government of Guinea-Bissau, Government of Jordan, Government of Indonesia, Government of Portugal, Government of El Salvador, Government of Italy, Government of Netherlands, Government of Egypt, Government of Benin, Government of Ivory Coast, Government of France, Government of Finland, Government of Belgium, Government of Tunisia, Government of Cambodia (Kampuchea), Government of Burundi, Government of Togo, Government of Romania, Government of Austria, Government of Madagascar, Government of DR Congo (Zaire), Government of Niger, Government of China, Government of Denmark, Government of Bangladesh, Government of Mauritania, Government of Nepal, Government of Armenia, Government of Nigeria, Government of Rwanda, Government of Cameroon, Government of Liberia, Government of Bosnia-Herzegovina, Government of Chad, Government of United States of America, Government of Guinea, Government of Bhutan, Government of Burkina Faso, Government of Sweden, Government of Estonia, Government of Switzerland, Government of Gambia, Government of Kenya, Government of Norway, Government of Czech Republic, Government of Yemen (North Yemen), Government of Turkey, Government of Sierra Leone, Government of Latvia, Government of United Kingdom","AQIM, Ansar Dine",NA,"^GSPC",-0.00726599720582355
2016,"BA",0.0766996100613666,31515,"Government of Mali","Government of Germany, Government of Ghana, Government of Senegal, Government of Guinea-Bissau, Government of Jordan, Government of Indonesia, Government of Portugal, Government of El Salvador, Government of Italy, Government of Netherlands, Government of Egypt, Government of Benin, Government of Ivory Coast, Government of France, Government of Finland, Government of Belgium, Government of Tunisia, Government of Cambodia (Kampuchea), Government of Burundi, Government of Togo, Government of Romania, Government of Austria, Government of Madagascar, Government of Niger, Government of China, Government of Denmark, Government of Bangladesh, Government of Mauritania, Government of Nepal, Government of Armenia, Government of Nigeria, Government of Cameroon, Government of Congo, Government of Liberia, Government of Ethiopia, Government of Chad, Government of United States of America, Government of Guinea, Government of Bhutan, Government of Burkina Faso, Government of Hungary, Government of Lithuania, Government of Sweden, Government of Estonia, Government of Switzerland, Government of Gambia, Government of Kenya, Government of Norway, Government of Czech Republic, Government of Yemen (North Yemen), Government of Turkey, Government of Sierra Leone, Government of United Kingdom","AQIM, Ansar Dine",NA,"^GSPC",0.0953502266728365
2017,"BA",0.894334645019468,31712,"Government of Mali","Government of Germany, Government of Ghana, Government of Senegal, Government of Guinea-Bissau, Government of Jordan, Government of Indonesia, Government of Portugal, Government of El Salvador, Government of Italy, Government of Netherlands, Government of Egypt, Government of Benin, Government of Ivory Coast, Government of France, Government of Finland, Government of Belgium, Government of Tunisia, Government of Cambodia (Kampuchea), Government of Burundi, Government of Togo, Government of Romania, Government of Austria, Government of Sri Lanka, Government of Niger, Government of China, Government of Denmark, Government of Bangladesh, Government of Mauritania, Government of Nepal, Government of Armenia, Government of Nigeria, Government of Cameroon, Government of Liberia, Government of Ethiopia, Government of Bosnia-Herzegovina, Government of Chad, Government of United States of America, Government of Guinea, Government of Bhutan, Government of Burkina Faso, Government of Hungary, Government of Lithuania, Government of Sweden, Government of Estonia, Government of Switzerland, Government of Gambia, Government of Kenya, Government of Norway, Government of Czech Republic, Government of Yemen (North Yemen), Government of Sierra Leone, Government of Latvia, Government of United Kingdom","AQIM, JNIM",NA,"^GSPC",0.194199655232879
2018,"BA",0.0935539520371835,29267,"Government of Mali","Government of Germany, Government of Ghana, Government of Mexico, Government of Senegal, Government of Jordan, Government of Indonesia, Government of Portugal, Government of El Salvador, Government of Italy, Government of Netherlands, Government of Egypt, Government of Benin, Government of Ivory Coast, Government of France, Government of Finland, Government of Belgium, Government of Tunisia, Government of Cambodia (Kampuchea), Government of Burundi, Government of Togo, Government of Romania, Government of Austria, Government of Sri Lanka, Government of Madagascar, Government of New Zealand, Government of Niger, Government of Guatemala, Government of China, Government of Denmark, Government of Bangladesh, Government of Mauritania, Government of Nepal, Government of Armenia, Government of Nigeria, Government of Cameroon, Government of Liberia, Government of Ethiopia, Government of Bosnia-Herzegovina, Government of Chad, Government of United States of America, Government of Canada, Government of Guinea, Government of Bhutan, Government of Burkina Faso, Government of Hungary, Government of Lithuania, Government of Spain, Government of Sweden, Government of Estonia, Government of Switzerland, Government of Gambia, Government of Kenya, Government of Norway, Government of Czech Republic, Government of Pakistan, Government of Turkey, Government of Sierra Leone, Government of Latvia, Government of United Kingdom","JNIM",NA,"^GSPC",-0.0623725984962068
2019,"BA",0.0101085574127906,33371,"Government of Mali","Government of Germany, Government of Ghana, Government of Mexico, Government of Senegal, Government of Jordan, Government of Indonesia, Government of Portugal, Government of El Salvador, Government of Italy, Government of Netherlands, Government of Egypt, Government of Benin, Government of Ivory Coast, Government of France, Government of Finland, Government of Belgium, Government of Tunisia, Government of Cambodia (Kampuchea), Government of Burundi, Government of Togo, Government of Romania, Government of Austria, Government of Sri Lanka, Government of Madagascar, Government of Niger, Government of Guatemala, Government of China, Government of Denmark, Government of Bangladesh, Government of Mauritania, Government of Nepal, Government of Armenia, Government of Nigeria, Government of Cameroon, Government of Liberia, Government of Ethiopia, Government of Bosnia-Herzegovina, Government of Chad, Government of United States of America, Government of Canada, Government of Guinea, Government of Bhutan, Government of Burkina Faso, Government of Ireland, Government of Lithuania, Government of Spain, Government of Sweden, Government of Ukraine, Government of Estonia, Government of Switzerland, Government of Gambia, Government of Kenya, Government of Norway, Government of Czech Republic, Government of Pakistan, Government of Turkey, Government of Sierra Leone, Government of Latvia, Government of United Kingdom","JNIM",NA,"^GSPC",0.288780702251584
2020,"BA",-0.342890498706076,24735,"Government of Mali","Government of Germany, Government of Ghana, Government of Mexico, Government of Iran, Government of Senegal, Government of Jordan, Government of Indonesia, Government of Portugal, Government of El Salvador, Government of Italy, Government of Netherlands, Government of Zambia, Government of Egypt, Government of Benin, Government of Ivory Coast, Government of Australia, Government of Finland, Government of France, Government of Belgium, Government of Tunisia, Government of Cambodia (Kampuchea), Government of Burundi, Government of Togo, Government of Romania, Government of Austria, Government of Sri Lanka, Government of Madagascar, Government of Niger, Government of Guatemala, Government of China, Government of Denmark, Government of Bangladesh, Government of Mauritania, Government of Nepal, Government of Armenia, Government of Nigeria, Government of Cameroon, Government of Liberia, Government of Ethiopia, Government of Bosnia-Herzegovina, Government of Chad, Government of United States of America, Government of Canada, Government of Guinea, Government of Bhutan, Government of Burkina Faso, Government of Ireland, Government of Lithuania, Government of Spain, Government of Sweden, Government of Ukraine, Government of Estonia, Government of Switzerland, Government of Gambia, Government of Kenya, Government of Norway, Government of Czech Republic, Government of Pakistan, Government of Sierra Leone, Government of Latvia, Government of United Kingdom","JNIM",NA,"^GSPC",0.162589230557062
2021,"BA",-0.0595159786026239,39841,"Government of Mali","Government of Germany, Government of Ghana, Government of Mexico, Government of Iran, Government of Senegal, Government of Jordan, Government of Indonesia, Government of Portugal, Government of El Salvador, Government of Italy, Government of Netherlands, Government of Zambia, Government of Egypt, Government of Benin, Government of Ivory Coast, Government of Australia, Government of Finland, Government of France, Government of Belgium, Government of Tunisia, Government of Cambodia (Kampuchea), Government of Burundi, Government of Togo, Government of Romania, Government of Austria, Government of Sri Lanka, Government of Niger, Government of Guatemala, Government of China, Government of Denmark, Government of Bangladesh, Government of Mauritania, Government of Nepal, Government of Armenia, Government of Greece, Government of Nigeria, Government of Cameroon, Government of Liberia, Government of Ethiopia, Government of Bosnia-Herzegovina, Government of Chad, Government of United States of America, Government of Canada, Government of Guinea, Government of Luxembourg, Government of Bhutan, Government of Burkina Faso, Government of Ireland, Government of Lithuania, Government of Spain, Government of Sweden, Government of Ukraine, Government of Estonia, Government of Switzerland, Government of Gambia, Government of Kenya, Government of Norway, Government of Czech Republic, Government of Pakistan, Government of Turkey, Government of Sierra Leone, Government of Latvia, Government of United Kingdom","JNIM",NA,"^GSPC",0.268927386613713
2022,"BA",-0.0537949604462976,5535,"Government of Mali","Government of Germany, Government of Ghana, Government of Mexico, Government of Iran, Government of Senegal, Government of Jordan, Government of Indonesia, Government of Portugal, Government of El Salvador, Government of Italy, Government of Netherlands, Government of Egypt, Government of Benin, Government of Ivory Coast, Government of Australia, Government of Finland, Government of France, Government of Belgium, Government of Tunisia, Government of Cambodia (Kampuchea), Government of Burundi, Government of Togo, Government of Romania, Government of Austria, Government of Sri Lanka, Government of Niger, Government of Guatemala, Government of China, Government of Denmark, Government of Bangladesh, Government of Mauritania, Government of Nepal, Government of Nigeria, Government of Cameroon, Government of Liberia, Government of Chad, Government of United States of America, Government of Canada, Government of Guinea, Government of Luxembourg, Government of Bhutan, Government of Burkina Faso, Government of Lithuania, Government of Spain, Government of Sweden, Government of Estonia, Government of Switzerland, Government of Gambia, Government of Kenya, Government of Norway, Government of Czech Republic, Government of Pakistan, Government of Turkey, Government of Sierra Leone, Government of Latvia, Government of United Kingdom","JNIM",NA,"^GSPC",-0.194428272034293
1990,"GD",NA,0,NA,NA,NA,NA,"^GSPC",NA
1991,"GD",1.12871287128713,21790,"Government of Iraq",NA,"Government of Kuwait","Government of Syria, Government of Oman, Government of Senegal, Government of Portugal, Government of Italy, Government of Netherlands, Government of Egypt, Government of Bahrain, Government of Australia, Government of France, Government of Belgium, Government of United Arab Emirates, Government of Niger, Government of Czechoslovakia, Government of Denmark, Government of Bangladesh, Government of Greece, Government of Qatar, Government of Honduras, Government of United States of America, Government of Canada, Government of Spain, Government of Argentina, Government of Saudi Arabia, Government of Norway, Government of Pakistan, Government of Turkey, Government of Morocco, Government of Sierra Leone, Government of United Kingdom","^GSPC",0.26306703045261
1992,"GD",0.927906976744186,0,NA,NA,NA,NA,"^GSPC",0.044642631759749
1993,"GD",-0.109770808202654,0,NA,NA,NA,NA,"^GSPC",0.0705515626329685
1994,"GD",-0.056910569105691,0,NA,NA,NA,NA,"^GSPC",-0.0153929102914732
1995,"GD",0.359195402298851,0,NA,NA,NA,NA,"^GSPC",0.341106554770871
1996,"GD",0.19661733615222,0,NA,NA,NA,NA,"^GSPC",0.202636661703033
1997,"GD",0.226148409893993,0,NA,NA,NA,NA,"^GSPC",0.310081817465709
1998,"GD",0.360230547550432,0,NA,NA,NA,NA,"^GSPC",0.266685891559653
1999,"GD",-0.105932203389831,1404,"Government of Serbia (Yugoslavia)",NA,"UCK","Government of Germany, Government of Portugal, Government of Italy, Government of Netherlands, Government of France, Government of Belgium, Government of Denmark, Government of Greece, Government of United States of America, Government of Canada, Government of Iceland, Government of Luxembourg, Government of Hungary, Government of Spain, Government of Poland, Government of Norway, Government of Czech Republic, Government of Turkey, Government of United Kingdom","^GSPC",0.195260466588784
2000,"GD",0.47867298578199,0,NA,NA,NA,NA,"^GSPC",-0.101391846658584
2001,"GD",0.0210256332006209,2980,"Government of Afghanistan",NA,"Government of United States of America, Government of United Kingdom",NA,"^GSPC",-0.130426931727426
2002,"GD",-0.00339021402731832,878,"Government of United States of America","Government of Germany, Government of Japan, Government of Afghanistan, Government of Jordan, Government of Italy, Government of Netherlands, Government of France, Government of Australia, Government of Romania, Government of New Zealand, Government of Denmark, Government of Greece, Government of Canada, Government of Lithuania, Government of Spain, Government of Poland, Government of Norway, Government of Pakistan, Government of Turkey, Government of United Kingdom","al-Qaida",NA,"^GSPC",-0.233659639571036
2003,"GD",0.138843344610329,8652,"Government of Afghanistan","Government of Denmark, Government of France, Government of Australia, Government of Germany, Government of Poland, Government of New Zealand, Government of Romania, Government of Norway, Government of Italy, Government of Netherlands, Government of United States of America, Government of United Kingdom","Taleban, Hizb-i Islami-yi Afghanistan",NA,"^GSPC",0.263803999328198
2004,"GD",0.157207646647025,5183,"Government of Iraq","Government of Mongolia, Government of Azerbaijan, Government of Dominican Republic, Government of Slovakia, Government of Portugal, Government of El Salvador, Government of Italy, Government of Netherlands, Government of Australia, Government of Romania, Government of Kazakhstan, Government of Georgia, Government of Moldova, Government of Tonga, Government of Nicaragua, Government of Denmark, Government of South Korea, Government of Honduras, Government of Philippines, Government of Albania, Government of Bulgaria, Government of United States of America, Government of Lithuania, Government of North Macedonia, Government of Spain, Government of Poland, Government of Ukraine, Government of Estonia, Government of Norway, Government of Czech Republic, Government of Latvia, Government of United Kingdom","Ansar al-Islam, al-Mahdi Army, IS",NA,"^GSPC",0.0899345241094676
2005,"GD",0.0903442133412147,4344,"Government of Iraq","Government of Mongolia, Government of Azerbaijan, Government of Slovakia, Government of Portugal, Government of El Salvador, Government of Italy, Government of Netherlands, Government of Australia, Government of Romania, Government of Kazakhstan, Government of Georgia, Government of Moldova, Government of Denmark, Government of Armenia, Government of South Korea, Government of Bosnia-Herzegovina, Government of Albania, Government of Bulgaria, Government of United States of America, Government of Lithuania, Government of North Macedonia, Government of Ukraine, Government of Poland, Government of Estonia, Government of Norway, Government of Czech Republic, Government of Latvia, Government of United Kingdom","Ansar al-Islam, IS, RJF",NA,"^GSPC",0.0300102265812749
2006,"GD",0.303814054969903,8903,"Government of Iraq","Government of Mongolia, Government of Azerbaijan, Government of Slovakia, Government of El Salvador, Government of Australia, Government of Romania, Government of Kazakhstan, Government of Georgia, Government of Moldova, Government of Denmark, Government of Armenia, Government of South Korea, Government of Bosnia-Herzegovina, Government of Albania, Government of Bulgaria, Government of United States of America, Government of Lithuania, Government of North Macedonia, Government of Poland, Government of Estonia, Government of Czech Republic, Government of Latvia, Government of United Kingdom","Ansar al-Islam, IS, RJF",NA,"^GSPC",0.136194317382607
2007,"GD",0.196906519033005,9246,"Government of Iraq","Government of Mongolia, Government of Azerbaijan, Government of Slovakia, Government of El Salvador, Government of Australia, Government of Romania, Government of Kazakhstan, Government of Georgia, Government of Moldova, Government of Tonga, Government of Denmark, Government of Armenia, Government of South Korea, Government of Bosnia-Herzegovina, Government of Albania, Government of Bulgaria, Government of United States of America, Government of Lithuania, Government of North Macedonia, Government of Poland, Government of Estonia, Government of Czech Republic, Government of Latvia, Government of United Kingdom","Ansar al-Islam, al-Mahdi Army, IS, RJF",NA,"^GSPC",0.0352957306634796
2008,"GD",-0.352848617428336,8058,"Government of Iraq","Government of Mongolia, Government of Azerbaijan, Government of El Salvador, Government of Australia, Government of Romania, Government of Kazakhstan, Government of Georgia, Government of Moldova, Government of Tonga, Government of Armenia, Government of South Korea, Government of Bosnia-Herzegovina, Government of Albania, Government of Bulgaria, Government of United States of America, Government of Lithuania, Government of North Macedonia, Government of Ukraine, Government of Poland, Government of Estonia, Government of Czech Republic, Government of Latvia, Government of United Kingdom","al-Mahdi Army, IS",NA,"^GSPC",-0.384857930609067
2009,"GD",0.183712415147163,8013,"Government of Yemen (North Yemen)","Government of United States of America","AQAP",NA,"^GSPC",0.234541904883407
2010,"GD",0.0409271085590013,8531,"Government of Yemen (North Yemen)","Government of United States of America","AQAP",NA,"^GSPC",0.127827138537602
2011,"GD",-0.0641205676587854,9630,"Government of Yemen (North Yemen)","Government of United States of America","AQAP",NA,"^GSPC",-3.18366639369128e-05
2012,"GD",0.0430656952754969,10286,"Government of Yemen (North Yemen)","Government of United States of America","AQAP",NA,"^GSPC",0.13405690926621
2013,"GD",0.37938512606124,9504,"Government of Mali","Government of Germany, Government of Ghana, Government of Senegal, Government of Guinea-Bissau, Government of Jordan, Government of Italy, Government of Egypt, Government of Benin, Government of Ivory Coast, Government of France, Government of Finland, Government of Belgium, Government of Cambodia (Kampuchea), Government of Burundi, Government of Togo, Government of Niger, Government of China, Government of Bangladesh, Government of Mauritania, Government of Nepal, Government of Nigeria, Government of Rwanda, Government of Liberia, Government of Chad, Government of United States of America, Government of Guinea, Government of Burkina Faso, Government of Sweden, Government of Tajikistan, Government of Estonia, Government of Norway, Government of Yemen (North Yemen), Government of Sierra Leone, Government of United Kingdom","AQIM, Signed-in-Blood Battalion, Ansar Dine, MUJAO",NA,"^GSPC",0.296012495733244
2014,"GD",0.440292943189558,28261,"Government of Mali","Government of Germany, Government of Ghana, Government of Senegal, Government of Guinea-Bissau, Government of Jordan, Government of Italy, Government of Egypt, Government of Benin, Government of Ivory Coast, Government of France, Government of Finland, Government of Belgium, Government of Cambodia (Kampuchea), Government of Burundi, Government of Togo, Government of Niger, Government of China, Government of Bangladesh, Government of Mauritania, Government of Nepal, Government of Nigeria, Government of Rwanda, Government of Liberia, Government of Chad, Government of United States of America, Government of Guinea, Government of Burkina Faso, Government of Sweden, Government of Tajikistan, Government of Estonia, Government of Norway, Government of Sierra Leone, Government of United Kingdom","AQIM, al-Murabitun",NA,"^GSPC",0.113906337867481
2015,"GD",-0.00188922043351725,29689,"Government of Mali","Government of Djibouti, Government of Germany, Government of Ghana, Government of Senegal, Government of Guinea-Bissau, Government of Jordan, Government of Indonesia, Government of Portugal, Government of El Salvador, Government of Italy, Government of Netherlands, Government of Egypt, Government of Benin, Government of Ivory Coast, Government of France, Government of Finland, Government of Belgium, Government of Tunisia, Government of Cambodia (Kampuchea), Government of Burundi, Government of Togo, Government of Romania, Government of Austria, Government of Madagascar, Government of DR Congo (Zaire), Government of Niger, Government of China, Government of Denmark, Government of Bangladesh, Government of Mauritania, Government of Nepal, Government of Armenia, Government of Nigeria, Government of Rwanda, Government of Cameroon, Government of Liberia, Government of Bosnia-Herzegovina, Government of Chad, Government of United States of America, Government of Guinea, Government of Bhutan, Government of Burkina Faso, Government of Sweden, Government of Estonia, Government of Switzerland, Government of Gambia, Government of Kenya, Government of Norway, Government of Czech Republic, Government of Yemen (North Yemen), Government of Turkey, Government of Sierra Leone, Government of Latvia, Government of United Kingdom","AQIM, Ansar Dine",NA,"^GSPC",-0.00726599720582355
2016,"GD",0.256988955262844,31515,"Government of Mali","Government of Germany, Government of Ghana, Government of Senegal, Government of Guinea-Bissau, Government of Jordan, Government of Indonesia, Government of Portugal, Government of El Salvador, Government of Italy, Government of Netherlands, Government of Egypt, Government of Benin, Government of Ivory Coast, Government of France, Government of Finland, Government of Belgium, Government of Tunisia, Government of Cambodia (Kampuchea), Government of Burundi, Government of Togo, Government of Romania, Government of Austria, Government of Madagascar, Government of Niger, Government of China, Government of Denmark, Government of Bangladesh, Government of Mauritania, Government of Nepal, Government of Armenia, Government of Nigeria, Government of Cameroon, Government of Congo, Government of Liberia, Government of Ethiopia, Government of Chad, Government of United States of America, Government of Guinea, Government of Bhutan, Government of Burkina Faso, Government of Hungary, Government of Lithuania, Government of Sweden, Government of Estonia, Government of Switzerland, Government of Gambia, Government of Kenya, Government of Norway, Government of Czech Republic, Government of Yemen (North Yemen), Government of Turkey, Government of Sierra Leone, Government of United Kingdom","AQIM, Ansar Dine",NA,"^GSPC",0.0953502266728365
2017,"GD",0.178327305879061,31712,"Government of Mali","Government of Germany, Government of Ghana, Government of Senegal, Government of Guinea-Bissau, Government of Jordan, Government of Indonesia, Government of Portugal, Government of El Salvador, Government of Italy, Government of Netherlands, Government of Egypt, Government of Benin, Government of Ivory Coast, Government of France, Government of Finland, Government of Belgium, Government of Tunisia, Government of Cambodia (Kampuchea), Government of Burundi, Government of Togo, Government of Romania, Government of Austria, Government of Sri Lanka, Government of Niger, Government of China, Government of Denmark, Government of Bangladesh, Government of Mauritania, Government of Nepal, Government of Armenia, Government of Nigeria, Government of Cameroon, Government of Liberia, Government of Ethiopia, Government of Bosnia-Herzegovina, Government of Chad, Government of United States of America, Government of Guinea, Government of Bhutan, Government of Burkina Faso, Government of Hungary, Government of Lithuania, Government of Sweden, Government of Estonia, Government of Switzerland, Government of Gambia, Government of Kenya, Government of Norway, Government of Czech Republic, Government of Yemen (North Yemen), Government of Sierra Leone, Government of Latvia, Government of United Kingdom","AQIM, JNIM",NA,"^GSPC",0.194199655232879
